Fractional Basecounts,GC_2
105,0.47300827165868525
106,0.47306949281671745
107,0.4731443186765346
108,0.47322594688724423
109,0.4732531562908141
110,0.47330757509795385
111,0.4734436221158032
112,0.4735116456247279
113,0.47360007618633
114,0.4736612973443622
115,0.47375653025685677
116,0.47396060078363084
117,0.47399461253809316
118,0.47404222899434045
119,0.47415106660861994
120,0.4743075206791467
121,0.4743823465389639
122,0.47440955594253376
123,0.4745456029603831
124,0.47456601001306054
125,0.4747020570309099
126,0.4749129299085764
127,0.4750013604701785
128,0.4751510121898128
129,0.47524624510230734
130,0.4753482803656944
131,0.47549112973443625
132,0.4756407814540705
133,0.4757700261210274
134,0.4758788637353069
135,0.47596049194601653
136,0.47604212015672615
137,0.4761781671745755
138,0.47628020243796254
139,0.47638904005224203
140,0.4764842729647366
141,0.4766747387897257
142,0.47668154114061817
143,0.4768652046147148
144,0.47706247279059644
145,0.47749102089682194
146,0.47764067261645626
147,0.4777154984762734
148,0.4779263713539399
149,0.4780828254244667
150,0.4784433500217675
151,0.47865422289943405
152,0.47879707226817586
153,0.4790555616020897
154,0.47943649325206794
155,0.4797017849368742
156,0.47999428602525035
157,0.480395624727906
158,0.48055207879843276
159,0.4807289399216369
160,0.48106905746626033
161,0.48134115150195905
162,0.48159964083587287
163,0.4818581301697867
164,0.4822390618197649
165,0.4825247605572486
166,0.4828308663474097
167,0.4831709838920331
168,0.4836131367000435
169,0.48384441663038746
170,0.4842253482803657
171,0.4845450587723117
172,0.4850892468437092
173,0.48535453852851546
174,0.48570145842403134
175,0.4861095994775794
176,0.4864905311275577
177,0.48675582281236396
178,0.4869054745319983
179,0.4871299521114497
180,0.48756530256856767
181,0.487932629516761
182,0.4882727470613844
183,0.4884972246408359
184,0.4887489116238572
185,0.4890550174140183
186,0.48931350674793206
187,0.48936112320417935
188,0.4897216478014802
189,0.49004816064431866
190,0.49020461471484544
191,0.4904494993469743
192,0.49052432520679146
193,0.4905447322594689
194,0.4906059534175011
195,0.49057194166303875
196,0.4908168262951676
197,0.49089165215498476
198,0.4911025250326513
199,0.4914562472790596
200,0.49165351545494124
201,0.4918847953852852
202,0.49197322594688725
203,0.4920616565084893
204,0.4922045058772312
205,0.4925718328254245
206,0.4927350892468437
207,0.492884740966478
208,0.49295956682629516
209,0.4931228232477144
210,0.4932724749673487
211,0.4933473008271659
212,0.49354456900304744
213,0.49365340661732693
214,0.49361259251197215
215,0.49362619721375706
216,0.49372143012625164
217,0.4937690465824989
218,0.49380305833696125
219,0.4937758489333914
220,0.49387108184588596
221,0.4938438724423161
222,0.4938166630387462
223,0.4937146277753592
224,0.49372143012625164
225,0.4938098606878537
226,0.4938778841967784
227,0.4938098606878537
228,0.4938438724423161
229,0.4938438724423161
230,0.49387108184588596
231,0.4939050936003483
232,0.4939050936003483
233,0.49393230300391816
234,0.4939527100565956
235,0.4938914888985633
236,0.49388468654767087
237,0.493857477144101
238,0.49378265128428384
239,0.4938370700914236
240,0.493857477144101
241,0.4938778841967784
242,0.49388468654767087
243,0.4938438724423161
244,0.4938370700914236
245,0.49366020896821944
246,0.4936466042664345
247,0.4937282324771441
248,0.4937758489333914
249,0.4937962559860688
250,0.49380305833696125
251,0.49369422072268176
252,0.49373503482803655
253,0.49365340661732693
254,0.493639801915542
255,0.4936193948628646
256,0.4935785807575098
257,0.49354456900304744
258,0.49352416195037
259,0.49350375489769266
260,0.49345613844144537
261,0.49345613844144537
262,0.49343573138876795
263,0.49341532433609053
264,0.4933813125816282
265,0.49343573138876795
266,0.4934629407923378
267,0.49343573138876795
268,0.4934289290378755
269,0.49341532433609053
270,0.49341532433609053
271,0.4933609055289508
272,0.4934425337396604
273,0.4934629407923378
274,0.4934085219851981
275,0.49335410317805833
276,0.49332689377448846
277,0.4932996843709186
278,0.4932724749673487
279,0.4931704397039617
280,0.49315003265128426
281,0.4934017196343056
282,0.4934017196343056
283,0.49342212668698304
284,0.4934017196343056
285,0.4934017196343056
286,0.49342212668698304
287,0.4933813125816282
288,0.4933609055289508
289,0.49330648672181104
290,0.4932996843709186
291,0.49317724205485414
292,0.49315003265128426
293,0.49311602089682194
294,0.4929799738789726
295,0.4929323574227253
296,0.4929051480191554
297,0.49278950805398347
298,0.4927759033521985
299,0.49272148454505876
300,0.49268747279059644
301,0.49263985633434915
302,0.49259904222899437
303,0.4925514257727471
304,0.4925038093164998
305,0.4922997387897257
306,0.4922657270352634
307,0.49222491292990855
308,0.49222491292990855
309,0.4921840988245538
310,0.49221130822812365
311,0.4922521223334784
312,0.4922521223334784
313,0.49227252938615584
314,0.49225892468437094
315,0.49227252938615584
316,0.49230654114061817
317,0.49230654114061817
318,0.4922861340879408
319,0.4923745646495429
320,0.4924561928602525
321,0.4924425881584676
322,0.4925242163691772
323,0.4927418915977362
324,0.4929731715280801
325,0.49329288202002614
326,0.49372143012625164
327,0.4942520134958642
328,0.49453771223334786
329,0.49483701567261645
330,0.49524515672616454
331,0.49534719198955157
332,0.4964015563778842
333,0.4969185350457118
334,0.49766679364388333
335,0.4983266216804528
336,0.4985579016107967
337,0.4998571506312582
338,0.500972736177623
339,0.5022039616891598
340,0.5039385611667392
341,0.505054146713104
342,0.5086593926861123
343,0.5153733130169786
344,0.5167541902481497
345,0.5176452982150631
346,0.5270325424466695
347,0.5390522964736613
348,0.5555547997387897
349,0.582220015237266
350,0.6098987810187201
351,0.6338770679146714
352,0.6629639203308664
353,0.2177160426643448
354,0.24378945363517632
355,0.2788351654331737
356,0.3080784719198955
357,0.3316146060078363
358,0.3592933717892904
359,0.37779576621680455
360,0.3986245646495429
361,0.41282787331301696
362,0.4226028515454941
363,0.4311670113191119
364,0.4383434915106661
365,0.44393502394427514
366,0.448927949499347
367,0.4513563887679582
368,0.4525468001741402
369,0.4538392468437092
370,0.45500925119721375
371,0.4559887897257292
372,0.4566758271658685
373,0.457220015237266
374,0.45760094688724423
375,0.4582471702220287
376,0.4587505441880714
377,0.45913147583804964
378,0.45938316282107095
379,0.4597845015237266
380,0.459906943839791
381,0.46018584022638226
382,0.4603899107531563
383,0.46053276012189814
384,0.4606484000870701
385,0.4608728776665216
386,0.4610497387897257
387,0.46138985633434915
388,0.46156671745755334
389,0.46167555507183283
390,0.46188642794949936
391,0.46207689377448846
392,0.46227416195037
393,0.46238299956464957
394,0.46248503482803655
395,0.4625938724423161
396,0.46262108184588596
397,0.46264829124945583
398,0.46269590770570307
399,0.4627503265128428
400,0.46298160644318676
401,0.46304962995211146
402,0.46309044405746624
403,0.4632945145842403
404,0.4633897474967349
405,0.4634305616020897
406,0.4635121898127993
407,0.4635121898127993
408,0.4635462015672617
409,0.4635530039181541
410,0.46357341097083155
411,0.46357341097083155
412,0.46356660861993904
413,0.4635325968654767
414,0.46358701567261645
415,0.4636142250761863
416,0.46360742272529387
417,0.46357341097083155
418,0.46358701567261645
419,0.46357341097083155
420,0.4635938180235089
421,0.46363463212886374
422,0.4636210274270788
423,0.4635938180235089
424,0.4636142250761863
425,0.4636754462342185
426,0.4637366673922508
427,0.46375707444492814
428,0.4637706791467131
429,0.46376387679582065
430,0.4637366673922508
431,0.46389312146277756
432,0.46389992381367
433,0.46388631911188505
434,0.4639271332172399
435,0.4639475402699173
436,0.46395434262080976
437,0.4639747496734872
438,0.46400195907705705
439,0.4640223661297344
440,0.46406318023508925
441,0.46420602960383106
442,0.4642468437091859
443,0.4642604484109708
444,0.46423323900740093
445,0.46424004135829344
446,0.46421283195472357
447,0.46424004135829344
448,0.4642672507618633
449,0.4642468437091859
450,0.4643148672181106
451,0.4643284719198955
452,0.4643760883761428
453,0.4643964954288202
454,0.46441010013060513
455,0.46443050718328255
456,0.46444411188506746
457,0.46447812363952984
458,0.4644985306922072
459,0.4644849259904223
460,0.4645325424466696
461,0.4645665542011319
462,0.4645869612538093
463,0.4646345777100566
464,0.46464138006094907
465,0.4646141706573792
466,0.46460056595559424
467,0.4646141706573792
468,0.4646481824118415
469,0.46464138006094907
470,0.46462097300827165
471,0.46460056595559424
472,0.4646141706573792
473,0.4648046364823683
474,0.46481143883326076
475,0.4647366129734436
476,0.4647910317805834
477,0.46481143883326076
478,0.4648250435350457
479,0.4649134740966478
480,0.46490667174575534
481,0.46490667174575534
482,0.4649134740966478
483,0.46497469525468
484,0.46498829995646496
485,0.4651107422725294
486,0.4651039399216369
487,0.4651039399216369
488,0.4653420222028733
489,0.46538283630822813
490,0.4652603939921637
491,0.46524678929037877
492,0.4653488245537658
493,0.4654372551153679
494,0.4654508598171528
495,0.46548487157161517
496,0.4654984762734001
497,0.4655392903787549
498,0.46547806922072266
499,0.46576376795820634
500,0.4659338267305181
501,0.46600185023944274
502,0.46598824553765783
503,0.46597464083587287
504,0.4661038855028298
505,0.4661855137135394
506,0.4661106878537222
507,0.4661719090117545
508,0.46619231606443184
509,0.46640318894209837
510,0.46643720069656075
511,0.46649842185459295
512,0.46659365476708753
513,0.4667160970831519
514,0.4668521441010013
515,0.4669677840661733
516,0.46712423813670007
517,0.467137842838485
518,0.46721266869830214
519,0.4673963321723988
520,0.4677160426643448
521,0.4678452873313017
522,0.4680833696125381
523,0.4683214518937745
524,0.46843709185894644
525,0.4687295929473226
526,0.4689404658249891
527,0.46909011754462343
528,0.46917174575533305
529,0.4692465716151502
530,0.4693554092294297
531,0.4695730844579887
532,0.4700084349151067
533,0.4701716913365259
534,0.4703553548106226
535,0.4706070417936439
536,0.4708791358293426
537,0.4710355898998694
538,0.4712124510230736
539,0.4713757074444928
540,0.4715049521114497
541,0.4716001850239443
542,0.47185867435785805
543,0.47214437309534174
544,0.4723008271658685
545,0.47254571179799737
546,0.472742979973879
547,0.4728042011319112
548,0.4729334457988681
549,0.47306949281671745
550,0.4732735633434915
551,0.4735864714845451
552,0.4739061819764911
553,0.47412385720505007
554,0.47415106660861994
555,0.4741442642577275
556,0.47429391597736176
557,0.4746204288202003
558,0.4748108946451894
559,0.4749741510666086
560,0.4751646168915977
561,0.4753822921201567
562,0.47544351327818896
563,0.47559996734871574
564,0.4757088049629952
565,0.4759060731388768
566,0.4760149107531563
567,0.4761985742272529
568,0.47632781889420983
569,0.4765727035263387
570,0.47664752938615584
571,0.4768992163691772
572,0.47700125163256424
573,0.4773073574227253
574,0.4774842185459295
575,0.4776474749673487
576,0.47770189377448846
577,0.4778855572485851
578,0.4780216042664345
579,0.47806922072268176
580,0.4781508489333914
581,0.4782120700914236
582,0.47839573356552023
583,0.47843654767087507
584,0.4784229429690901
585,0.47845015237266
586,0.478565792337832
587,0.47865422289943405
588,0.47882428167174573
589,0.47891271223334786
590,0.478987538093165
591,0.4790147474967349
592,0.4790487592511972
593,0.479089573356552
594,0.4791099804092294
595,0.47913038746190684
596,0.4791575968654767
597,0.479205213321724
598,0.4791780039181541
599,0.47932085328689594
600,0.47936846974314323
601,0.4793140509360035
602,0.4793140509360035
603,0.47932085328689594
604,0.47929364388332607
605,0.4793004462342185
606,0.4793276556377884
607,0.47934126033957336
608,0.4792664344797562
609,0.4792664344797562
610,0.4793752720940357
611,0.479409283848498
612,0.47943649325206794
613,0.4794160861993905
614,0.479422888550283
615,0.4794160861993905
616,0.4794160861993905
617,0.47938887679582065
618,0.47940248149760556
619,0.4794637026556378
620,0.479422888550283
621,0.47945009795385285
622,0.47943649325206794
623,0.4794160861993905
624,0.479409283848498
625,0.47940248149760556
626,0.47936846974314323
627,0.4793616673922508
628,0.47935486504135827
629,0.4793616673922508
630,0.4793616673922508
631,0.4793276556377884
632,0.47932085328689594
633,0.47932085328689594
634,0.4793276556377884
635,0.47932085328689594
636,0.4793004462342185
637,0.47929364388332607
638,0.47928003918154116
639,0.4792664344797562
640,0.4792528297779713
641,0.47923242272529387
642,0.4791848062690466
643,0.4791780039181541
644,0.4791712015672617
645,0.47916439921636916
646,0.4791167827601219
647,0.47910317805833696
648,0.47908277100565955
649,0.47906236395298213
650,0.4790283521985198
651,0.4790147474967349
652,0.4790147474967349
653,0.4789671310404876
654,0.47895352633870264
655,0.47893992163691773
656,0.47893992163691773
657,0.47892631693513277
658,0.47890590988245535
659,0.478871898127993
660,0.4788514910753156
661,0.47883108402263824
662,0.47882428167174573
663,0.4788106769699608
664,0.47880387461906837
665,0.4787766652154985
666,0.4787766652154985
667,0.478769862864606
668,0.4787562581628211
669,0.47871544405746624
670,0.47868823465389637
671,0.47857259468872443
672,0.47857259468872443
673,0.47855898998693946
674,0.47855898998693946
675,0.478552187636047
676,0.478552187636047
677,0.4784705594253374
678,0.4784297453199826
679,0.4782120700914236
680,0.4782052677405311
681,0.4782052677405311
682,0.4781440465824989
683,0.4780896277753592
684,0.4780828254244667
685,0.4780624183717893
686,0.4780216042664345
687,0.4779807901610797
688,0.47793997605572486
689,0.47789916195037
690,0.4776746843709186
691,0.4775046255986069
692,0.47732096212451025
693,0.47723933391380063
694,0.4771100892468437
695,0.4770080539834567
696,0.4769264257727471
697,0.47682439050936004
698,0.4765454941227688
699,0.4761033413147584
700,0.475212233347845
701,0.47440955594253376
702,0.47372251850239444
703,0.4721375707444493
704,0.4684506965607314
